VISIBLE OUTPUT INVENTORY
17 files | 2508 unique strings
==========================================================================================
Format: [REPO] | [FILE] | [CLASSIFICATION] | [FIELD] | TEXT
==========================================================================================


──────────────────────────────────────────────────────────────────────────────────────────
ACTIVE PRIMARY SOURCES  (2144 strings)
──────────────────────────────────────────────────────────────────────────────────────────

[carlosurena.github.io] | [index.html] | [HTML.visible] | Carlos Ureña | Payments Strategy, Product Economics &amp; Commercialization
[carlosurena.github.io] | [index.html] | [HTML.visible] | Carlos Ureña
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | How pricing decisions accumulate into margin leakage and how to build the governance structure that prevents it. Covers the Pricing Leakage Loop, a 2x2 diagnostic framework, and the operating model for pricing discipline at scale.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Pricing Architecture
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Exception Management
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Governance Design
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Margin Recovery
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Download PDF
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Opens in new tab
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Playbook 02
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Payments Corridor Strategy
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | A framework for mapping corridor economics from gross revenue to net margin and classifying each corridor as Grow, Defend, Optimize, or De-prioritize. Covers the full cost stack including correspondent charges, nostro funding, compliance, and operational exceptions.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Corridor Economics
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Cost Stack Analysis
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Strategic Classification
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Playbook 03
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Payments Infrastructure Strategy
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | How to evaluate rail economics, network participation, and infrastructure investment through a commercial lens. Most infrastructure decisions were made historically. This framework introduces the economic discipline to evaluate and reposition them.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Rail Economics
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Network Participation
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Infrastructure ROI
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | RTP · FedNow · SWIFT
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Playbook 04
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Payments Franchise Portfolio Management
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | How to manage the payments business as an integrated portfolio rather than a collection of products. Covers the six-pillar franchise framework, portfolio health scoring, and the operating discipline required to sustain margin as volume scales.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Portfolio Economics
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Franchise Management
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Multi-Rail Strategy
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | P&amp;L Governance
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Playbook 05
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Payments Franchise Commercialization
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | How to translate payments infrastructure into commercial revenue. Covers corridor monetization, client segmentation, product packaging, and GTM strategy for multi-rail payment businesses.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Commercialization Strategy
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Revenue Architecture
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Client Segmentation
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | GTM Design
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | How these playbooks are used in practice.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Each playbook is a standalone reference readable in under 30 minutes. In consulting engagements, they serve as the structural foundation for the diagnostic and implementation work. The Payments Franchise Diagnostic applies all five frameworks simultaneously to produce a prioritized action roadmap specific to your portfolio.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | If this resonates, start with a conversation about where your payments franchise is leaking margin.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | The diagnostic applies these frameworks to your specific portfolio and delivers a prioritized action roadmap within two to three weeks. No pitch deck. No proposal before we have talked.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Book a Call
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | 30 minutes &nbsp;·&nbsp; No obligation
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Carlos Ure&#241;a &nbsp;·&nbsp; Payments Strategy &amp; Commercialization &nbsp;·&nbsp;

──────────────────────────────────────────────────────────────────────────────────────────
LEGACY / PUBLIC — candidate for review  (310 strings)
──────────────────────────────────────────────────────────────────────────────────────────

[carlosurena.com] | [index.html] | [HTML.visible] | Carlos Urena | Head of Payments Product Management
[carlosurena.com] | [index.html] | [HTML.visible] | Carlos Urena
[carlosurena.com] | [index.html] | [HTML.visible] | Head of Payments Product Management | Transaction Banking | FinTech
[carlosurena.com] | [index.html] | [HTML.visible] | Thought Leadership
[carlosurena.com] | [index.html] | [HTML.visible] | I'm a seasoned payment product executive with 20 years of experience in USD clearing, liquidity, and cross-border solutions. This page highlights my past work, strategic frameworks, and insights into the evolving payments landscape.
[carlosurena.com] | [index.html] | [HTML.visible] | FedNow Readiness Playbook:
[carlosurena.com] | [index.html] | [HTML.visible] | Designed onboarding strategy and product requirements for real-time payments integration.
[carlosurena.com] | [index.html] | [HTML.visible] | 📈 Accelerated FedNow client onboarding by 30% and reduced integration errors by 40%.
[carlosurena.com] | [index.html] | [HTML.visible] | MMDA & CD Launch:
[carlosurena.com] | [index.html] | [HTML.visible] | Created new liquidity product line generating $200M+ in inflows.
[carlosurena.com] | [index.html] | [HTML.visible] | 💰 Drove $200M in deposit inflows in the first 90 days post-launch.
[carlosurena.com] | [index.html] | [HTML.visible] | Streamlit Dashboard:
[carlosurena.com] | [index.html] | [HTML.visible] | Interactive Mets batting optimizer tool (data-driven product experimentation).
[carlosurena.com] | [index.html] | [HTML.visible] | ⚾ Delivered a predictive analytics model that improved lineup performance simulations by 25%.
[carlosurena.com] | [index.html] | [HTML.visible] | Product strategy documents and frameworks I've developed:
[carlosurena.com] | [index.html] | [HTML.visible] | Commercialization Plan for USD Clearing
[carlosurena.com] | [index.html] | [HTML.visible] | 🧾 Outlined fee model tiers, client segmentation, and internal funding cost considerations.
[carlosurena.com] | [index.html] | [HTML.visible] | 📎
[carlosurena.com] | [index.html] | [HTML.visible] | View pricing strategy diagram (PDF)
[carlosurena.com] | [index.html] | [HTML.visible] | 📘
[carlosurena.com] | [index.html] | [HTML.visible] | View Full Commercialization Plan
[carlosurena.com] | [index.html] | [HTML.visible] | Embedded FX Conversion Flow
[carlosurena.com] | [index.html] | [HTML.visible] | 💱 Designed FX flow for outbound wires with rate display logic and customer consent.
[carlosurena.com] | [index.html] | [HTML.visible] | View customer journey map (PDF)
[carlosurena.com] | [index.html] | [HTML.visible] | Go-to-Market Strategy for Payables Automation Tool
[carlosurena.com] | [index.html] | [HTML.visible] | 🚀 Built GTM plan with segmentation, demos, and ROI calculator for field adoption.
[carlosurena.com] | [index.html] | [HTML.visible] | View GTM rollout framework (PDF)
[carlosurena.com] | [index.html] | [HTML.visible] | "How ISO 20022 Will Reshape Treasury Operations"
[carlosurena.com] | [index.html] | [HTML.visible] | "The Real ROI of FedNow for Mid-Sized Corporates"
[carlosurena.com] | [index.html] | [HTML.visible] | "Demystifying Cross-Border Settlement Risk in the U.S."
[carlosurena.com] | [index.html] | [HTML.visible] | You can view or download my resume here:
[carlosurena.com] | [index.html] | [HTML.visible] | 📄 View Resume (PDF)
[carlosurena.com] | [index.html] | [HTML.visible] | Real-Time Payments Enablement
[carlosurena.com] | [index.html] | [HTML.visible] | Developed and deployed a modular onboarding approach for real-time payments adoption at a U.S.-based financial institution. The strategy included templated integration kits, client segmentation by readiness level, and cross-functional project playbooks. Result: 30% faster onboarding and improved STP rate.
[carlosurena.com] | [index.html] | [HTML.visible] | Liquidity Product Launch (MMDA/CD)
[carlosurena.com] | [index.html] | [HTML.visible] | Led the go-to-market launch of interest-bearing USD deposit accounts for institutional clients. Developed bundled pricing, sales enablement materials, and funding impact analysis. Secured $200M+ in deposits within 90 days without referencing specific client names.
[carlosurena.com] | [index.html] | [HTML.visible] | You can reach me via
[carlosurena.com] | [index.html] | [HTML.visible] | &copy; 2025 Carlos Urena
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | USD Clearing – Commercialization Playbook
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | &larr; Back to Main Page
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 1. Purpose & Scope
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | The objective of this playbook is to provide an end-to-end framework to
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | monetize, launch, and scale
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | USD Clearing services for financial-institution (FI) clients. It covers product design, pricing, onboarding, compliance, and performance governance—serving as a
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | “user manual”
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | for Product, Sales, Operations, and Risk teams.
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 2. Market & Competitive Landscape
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 2.1 Demand Drivers
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Global trade settlement in USD (~88% of FX trades touch USD)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Correspondent banking de-risking—regional banks outsourcing USD nostro
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Need for intraday liquidity & real-time balance views (Basel III LCR)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 2.2 Peer Benchmark (Blind Index)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Inbound Wire (MT)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Outbound Wire (MT)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Cut-off (EST)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Target (Us)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Undercutting peers by 0.50–1.00 USD/txn while offering later cut-off captures ~15% share from Tier-2 banks in LATAM corridor.
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 3. Product Architecture & Pricing Design
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 3.1 Core Components
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | SWIFT MT/MX, Fedwire, Book-transfer
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Ancillary:
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | FX auto-convert, Intraday credit, MT103 copy
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Data Services:
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | API for real-time balances + webhook alerts
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 3.2 Pricing Matrix
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Wire Fee (USD)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 3.3 Bundled Discounts
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Deposit Offset Program:
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Maintain ≥$10 MM MMDA balance → 50% wire fee rebate
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Liquidity Bundle:
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Sweep + Intraday Credit → outbound fee −$0.50
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Data Bundle:
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Subscribe to API → free MT199 repair alerts
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 3.4 Margin Simulation (Tool Spec)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Sales dashboard input fields: volume, corridor, FX %, balance offset. Outputs: Net revenue, ROE, breakeven volume.
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Prototype built in Excel and embedded as PowerBI widget.
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 4. Client Segmentation & Personas
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Volume Range
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Pain Points
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Value Prop
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | &gt;50k/mo
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Cut-off, liquidity cost
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Late cut-off, intraday credit
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Tier 2 Bank
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | FX spreads, compliance overhead
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Auto-convert FX, AML utilities
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Broker-Dealer
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Same-day settlement
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | API access + sweep deposits
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 5. Sales & Enablement Toolkit
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 5.1 Internal Assets
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Pricing calculator (Excel + PowerBI)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | RM pitch deck (10 slides)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Objection-handling guide (AML, cut-off)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 5.2 Client-Facing Collateral
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Fee schedule & SLA sheet (PDF)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Onboarding checklist (KYC, testing)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | API swagger documentation
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 6. KPI & Governance Dashboard
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Revenue/Client
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | target: $50K/month median by Q4 Yr1
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | goal: ≥95%
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Return/Repair
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | threshold: &lt;1.2%
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Funding Spread
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | : ≥35 bps over SOFR
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Dashboard Spec:
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | PowerBI pulling from ledger + SWIFT logs; refreshed hourly; red-amber-green thresholds.
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 7. Launch & Risk Management
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 7.1 Phased Rollout
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Pilot (0–90 days):
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 3 FI clients, 2 corridors; weekly steering call
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Phase 2 (90–180 days):
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Extend to 10 RMs across Americas + EMEA
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Full Launch (6–12 months):
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Self-service onboarding, automated billing
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | 7.2 Risk & Controls
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | OFAC/AML realtime screening (vendor: LexisNexis)
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Sanctioned corridor exposure limit dashboard
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Monthly margin review to adjust tier pricing
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | Appendix A – Glossary
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | – Straight-Through Processing
[carlosurena.com] | [usd-clearing.html] | [HTML.visible] | – Money Market Deposit Account
